Country Name,Country Code,Time,Time Code,"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]",Prevalence of undernourishment (% of population) [SN.ITK.DEFC.ZS],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD],"Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","School enrollment, primary (% net) [SE.PRM.NENR]","School enrollment, secondary (% net) [SE.SEC.NENR]","Labor force participation rate, female (% of female population ages 15+) (national estimate) [SL.TLF.CACT.FE.NE.ZS]",Proportion of seats held by women in national parliaments (%) [SG.GEN.PARL.ZS],People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],Access to electricity (% of population) [EG.ELC.ACCS.ZS],Unemployment with basic education (% of total labor force with basic education) [SL.UEM.BASC.ZS],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Population living in slums (% of urban population) [EN.POP.SLUM.UR.ZS],Population density (people per sq. km of land area) [EN.POP.DNST],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Forest area (% of land area) [AG.LND.FRST.ZS],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS]
"Iran, Islamic Rep.",IRN,2000,YR2000,69.691,10890,..,68.24,0.1,2.016,86.13483,..,..,3.44827586206897,94.13015197,97.9000015258789,..,64.042,..,40.2418913774896,5.19424219768763,5.72561948967313,2.29504222152572
"Iran, Islamic Rep.",IRN,2001,YR2001,69.955,11210,4.8,69.61,0.1,1.94,..,..,..,3.44827586206897,94.34500369,98.1293029785156,..,64.758,..,40.9359580294212,5.31033657653018,5.80950661853189,2.41817929679324
"Iran, Islamic Rep.",IRN,2002,YR2002,70.445,12190,5,81,0.1,1.865,97.12907,..,..,4.13793103448276,94.5548904,98.2332763671875,..,65.468,..,41.336425869987,5.49367649293523,5.89339374739065,2.17457636612743
"Iran, Islamic Rep.",IRN,2003,YR2003,69.823,13370,5,83.62,0.1,1.824,96.04654,..,..,4.13793103448276,94.75988025,98.3320236206055,..,66.172,..,41.7217386232471,5.73579172207061,5.97728087624942,2.4050402653569
"Iran, Islamic Rep.",IRN,2004,YR2004,71.37,14050,4.9,82.19,0.1,1.796,97.76144,..,..,4.13793103448276,94.95993207,98.4278793334961,..,66.869,..,42.4013814189936,6.04760029419501,6.06116800510818,2.83455780463948
"Iran, Islamic Rep.",IRN,2005,YR2005,71.838,14710,5.2,90.7,0.1,1.775,95.32962,..,18.79,4.13793103448276,95.15500125,98.523193359375,10.34,67.558,..,43.0895859426803,6.42313961778044,6.14505513396694,3.03665449804817
"Iran, Islamic Rep.",IRN,2006,YR2006,72.276,15710,5.5,93.87,0.1,1.771,95.87482,..,18.14,4.13793103448276,95.34517093,98.4000015258789,10.23,68.239,..,43.7607505095901,6.79299385934292,6.22894226282571,3.31519380033441
"Iran, Islamic Rep.",IRN,2007,YR2007,72.772,17240,5.7,101.61,0.1,1.768,95.12881,..,17.09,4.13793103448276,95.52631238,98.7220993041992,9.25,68.864,..,44.401518946929,7.10929255542405,6.31282939168447,2.65398282115891
"Iran, Islamic Rep.",IRN,2008,YR2008,72.624,17380,5.4,77.26,0.1,1.767,..,..,14.84,2.7972027972028,95.70103951,98.8310470581055,8.9,69.458,..,45.0148542449471,7.13388921203048,6.39671652054324,2.68334192055637
"Iran, Islamic Rep.",IRN,2009,YR2009,72.698,17370,5.5,84.9,0.1,1.766,97.70461,77.81298,15.8,2.75862068965517,95.87159996,99.7099990844727,10.79,70.045,..,45.6314527616101,7.29648289751642,6.480603649402,3.04770554917662
"Iran, Islamic Rep.",IRN,2010,YR2010,73.069,18350,6.1,90.08,0.1,1.768,96.5537,76.34191,15.26,2.75862068965517,96.03812638,99.4910430908203,11.27,70.626,..,46.2768332964955,7.17978402457988,6.56449077826076,2.7865480606164
"Iran, Islamic Rep.",IRN,2011,YR2011,73.679,19000,6.3,89.28,0.1,1.8,96.70394,78.61445,13.75,2.75862068965517,96.2006052,99.5726470947266,10.07,71.2,..,46.8718356295587,7.23115426042301,6.56449077826076,2.38163454250427
"Iran, Islamic Rep.",IRN,2012,YR2012,74.186,16870,6,92.36,0.1,1.886,97.93445,80.44597,14.87,3.10344827586207,96.35822831,99.6432800292969,8.71,71.755,..,47.4744290134826,7.23081887771825,6.56449077826076,2.75703583035865
"Iran, Islamic Rep.",IRN,2013,YR2013,74.449,16040,5.1,96.85,0.1,1.961,98.63946,77.67467,13.41,3.10344827586207,96.51144689,99.8300018310547,7.31,72.295,..,48.1709570470788,7.43956251862121,6.56449077826076,2.24453479107932
"Iran, Islamic Rep.",IRN,2014,YR2014,74.782,15790,4.9,101.31,0.1,2.036,99.52212,77.8726,13.05,3.10344827586207,96.66106245,100,7.68,72.83,..,49.0935877600138,7.57053704429792,6.56449077826076,2.2810787288833
"Iran, Islamic Rep.",IRN,2015,YR2015,75.124,13840,4.7,98.5,0.1,2.053,99.69128,..,14.41,3.10344827586207,96.80698708,99.9599990844727,8.07,73.358,..,50.2166316707188,7.32576401800294,6.56449077826076,2.76031174895364
"Iran, Islamic Rep.",IRN,2016,YR2016,75.6,14680,4.9,100.18,0.1,2.07,99.70946,80.17273,16.26,5.88235294117647,96.94934902,99.9499969482422,9.13,73.88,..,51.1470265723618,7.28891335871383,6.57069181463199,2.97279327924115
Iraq,IRQ,2000,YR2000,66.817,10470,..,110.9,..,4.948,88.89713,32.53811,..,7.6,80.84651987,96.9216766357422,..,68.496,33.89419,56.3112650616183,3.55802124483401,1.87027002309258,..
Iraq,IRQ,2001,YR2001,67.034,10550,22.1,126.72,..,4.837,..,..,..,7.6,81.73641292,97.0627975463867,..,68.55,..,58.1330749708485,3.83678490507799,1.87187049866246,..
Iraq,IRQ,2002,YR2002,67.084,9430,21.4,141.99,..,4.706,..,..,..,7.6,82.62603691,97.1963348388672,..,68.604,35.43867,60.0300500720214,3.47221896891616,1.87347097423234,..
Iraq,IRQ,2003,YR2003,65.643,6020,20.2,113.12,..,4.615,94.37695,35.89668,..,..,83.51540184,97.3246307373047,..,68.658,..,61.8899855957199,3.00262778326195,1.87507144980223,..
Iraq,IRQ,2004,YR2004,65.031,9210,19.4,109.74,..,4.575,92.99956,40.46964,..,..,84.40448963,97.4500427246094,..,68.712,36.98314,63.696522395226,3.16263557403532,1.87667192537211,1.67558936789706
Iraq,IRQ,2005,YR2005,64.844,8510,17.9,118.88,..,4.475,..,..,..,..,85.29328441,97.5749206542969,..,68.766,..,65.6164894711571,2.96624751155837,1.87827240094199,2.24258030532454
Iraq,IRQ,2006,YR2006,63.587,9570,18,119.36,..,4.436,..,..,..,25.4545454545455,86.18151062,97.6221084594727,..,68.819,38.52762,66.0895969087958,2.8699449210667,1.87987287651188,1.89757172208062
Iraq,IRQ,2007,YR2007,63.553,10310,17.8,115.29,..,4.371,92.79598,45.16146,12.22,25.4545454545455,87.06974665,98.0999984741211,9.57,68.873,..,65.5300706495644,2.67436245082017,1.88147335208176,2.23992802514508
Iraq,IRQ,2008,YR2008,64.942,11860,17,104.11,..,4.342,..,..,..,25.4545454545455,87.95766892,97.971435546875,..,68.927,40.07209,66.8047214029312,3.01644707829636,1.88307382765165,2.36775982414374
Iraq,IRQ,2009,YR2009,66.446,11920,15.8,104.45,..,4.362,..,..,..,25.4545454545455,88.84504913,98.1198806762695,..,68.98,..,69.7389942899245,3.11019761603537,1.89790937557561,2.89914007639814
Iraq,IRQ,2010,YR2010,67.062,12240,15,119.84,..,4.429,..,..,..,25.2307692307692,89.74768575,98.2809677124023,..,69.103,41.61657,71.9858053969424,3.47193455914984,1.89952109044023,2.70935227972459
Iraq,IRQ,2011,YR2011,67.659,12810,15.9,130.07,..,4.536,..,..,..,25.2307692307692,90.65622381,98,..,69.268,..,74.5488602873457,3.49122512308566,1.89952109044023,2.30344021962536
Iraq,IRQ,2012,YR2012,68.023,14350,16.6,131.6,..,4.477,..,..,11.9,25.2307692307692,91.5604087,99.3000030517578,7.46,69.432,43.16104,77.9711894455701,3.80940223237663,1.89952109044023,1.89956836613945
Iraq,IRQ,2013,YR2013,68.253,14450,16.8,145.63,..,4.378,..,..,..,25.2307692307692,92.4602813,98.8662796020508,..,69.595,..,81.7311944864188,3.92039299020907,1.90036118379833,3.31583096149399
Iraq,IRQ,2014,YR2014,68.914,12930,17.3,138.3,..,4.283,..,..,13.61,25.3048780487805,93.35601372,99.0984344482422,..,69.758,44.70552,84.6443629528618,3.647826154162,1.90036118379833,2.9506139914123
Iraq,IRQ,2015,YR2015,69.44,9120,18.4,80.68,..,4.09,..,..,..,26.5243902439024,94.2475933,99.3454284667969,..,69.921,..,86.9739178306859,3.52690978155965,1.90036118379833,5.41025103617458
Iraq,IRQ,2016,YR2016,68.988,8840,19.1,81.03,..,3.9,..,..,14.55,26.5243902439024,95.13617253,99.6043014526367,..,70.094,46.24999,89.1394772970184,3.67545634143913,1.90036118379833,3.50337780578203
Jamaica,JAM,2000,YR2000,70.944,6200,..,95.74,1.5,2.21,91.57529,76.31857,..,13.3333333333333,93.14004355,84.3941345214844,..,51.814,..,241.200831024931,3.85306666207285,48.1071098799631,0.486319761296974
Jamaica,JAM,2001,YR2001,70.758,6340,7.4,99.62,1.5,2.173,91.40376,75.43941,53.6,13.3333333333333,93.29478132,87.7081146240234,..,52.053,..,242.419667590028,3.84055031509424,48.4529085872576,0.504358949501446
Jamaica,JAM,2002,YR2002,70.888,6430,6.9,98.36,1.5,2.149,91.06873,75.81995,55.3,..,93.44468656,86.6812896728516,..,52.251,..,243.605170821791,3.88443980162563,48.7987072945522,0.585431033566746
Jamaica,JAM,2003,YR2003,70.806,6780,7,103.07,1.4,2.13,89.77681,75.90072,53,11.6666666666667,93.59264938,86.6085662841797,..,52.437,..,244.785503231764,3.99607397435032,49.1445060018467,0.581596297588658
Jamaica,JAM,2004,YR2004,70.86,7040,7.1,99.8,1.4,2.127,91.53535,80.86763,55.3,11.6666666666667,93.40535379,87.3378067016602,..,52.625,..,245.985595567867,3.96835764242364,49.4903047091413,0.53596996755953
Jamaica,JAM,2005,YR2005,71.044,7270,7.4,94.23,1.4,2.063,..,80.61632,..,11.6666666666667,93.06984954,88.0665054321289,..,52.811,..,247.171098799631,3.94622362070827,49.8361034164358,0.527663694618897
Jamaica,JAM,2006,YR2006,71.199,7740,7.7,98.78,1.4,2.069,..,..,..,11.6666666666667,92.70615415,88.7970809936523,..,52.998,..,248.352723915051,4.48368938824982,50.1819021237304,0.608922318763779
Jamaica,JAM,2007,YR2007,71.418,8030,8.3,98.36,1.4,1.908,..,..,57,13.3333333333333,92.34106634,89.5321807861328,..,53.184,..,249.420221606648,4.4509871646933,50.5277008310249,0.65245791026588
Jamaica,JAM,2008,YR2008,71.612,8180,9,94.09,1.4,1.89,..,..,55.5,13.3333333333333,91.97480637,92,5.37,53.371,..,250.357617728532,3.54764910619085,50.8734995383195,0.953354273523125
Jamaica,JAM,2009,YR2009,72.124,7730,9.6,96.58,1.4,1.864,..,..,53.63,13.3333333333333,91.60719194,91.0267791748047,5.5,53.557,..,251.375900277008,2.89428339175603,51.219298245614,0.94722833412809
Jamaica,JAM,2010,YR2010,72.622,7820,9.7,90.58,1.4,1.742,..,..,52.21,13.3333333333333,91.23834343,92.1999969482422,5.79,53.743,..,252.43730378578,2.73481507709145,51.5650969529086,0.874180242544111
Jamaica,JAM,2011,YR2011,73.094,8100,9.9,95.13,1.4,1.728,..,76.80378,52.29,12.6984126984127,90.86839083,91.0999984741211,6.21,53.93,..,253.57054478301,2.74294844927606,51.9161588180979,0.925166498616508
Jamaica,JAM,2012,YR2012,73.433,8320,9.7,97.02,1.4,1.696,..,..,52.59,12.6984126984127,90.49889823,93.0999984741211,6.67,54.132,..,254.830747922438,2.5215440009247,52.2672206832872,0.929535349323163
Jamaica,JAM,2013,YR2013,73.412,8500,9.7,96.62,1.4,1.636,..,72.92916,52.9,12.6984126984127,90.13008487,93.9000015258789,6.87,54.35,..,256.059926131117,2.66929522571795,52.6182825484765,0.899069667317069
Jamaica,JAM,2014,YR2014,72.982,8630,9.3,97.96,1.4,1.569,..,72.78254,53.1,12.6984126984127,90.27309449,93.3000030517578,5.62,54.584,..,257.113850415512,2.58257818248811,52.9693444136657,0.872871396140749
Jamaica,JAM,2015,YR2015,72.394,8810,9.7,97.83,1.4,1.588,84.96535,71.87973,56.25,12.6984126984127,90.41679629,94.9000015258789,..,54.833,..,258.028162511542,2.53671122530592,53.320406278855,0.872496467107186
Jamaica,JAM,2016,YR2016,72.02,9130,9.3,104.21,1.3,1.516,84.05713,72.66633,56.06,17.4603174603175,90.56120731,96.7379837036133,5.12,55.098,..,258.789935364728,2.7023632610755,53.6786703601108,0.954824791537478
Jordan,JOR,2000,YR2000,71.918,6080,..,54.04,..,3.921,87.77451,75.84195,12.3,0,99.03545821,98.9342727661133,..,78.27,40.01581,57.3002493200363,3.21747234173507,1.10494106980961,6.25655642564826
Jordan,JOR,2001,YR2001,72.147,6450,9.7,49.66,..,3.853,..,..,11.7,1.25,99.01923891,98.9780654907227,..,78.283,..,58.5143925657298,3.14738026575975,1.10494106980961,5.89307853514787
Jordan,JOR,2002,YR2002,72.359,6710,7.7,63.46,..,3.832,89.65828,78.92007,12.3,1.25,99.0030175,99.5,..,78.296,37.68646,59.7861740707162,3.19844519946045,1.10494106980961,5.44601446661176
Jordan,JOR,2003,YR2003,72.573,7000,6.3,59.95,..,3.838,90.93573,79.26423,11.2,5.45454545454545,98.98677926,99.0452499389648,..,78.308,..,61.15273118767,3.20782518244137,1.10494106980961,6.00105948173936
Jordan,JOR,2004,YR2004,72.772,7700,5.7,67.82,..,3.801,91.02632,78.51319,..,5.45454545454545,98.97054711,99.1734390258789,..,78.321,35.35711,62.6974501359927,3.35854651750237,1.10494106980961,5.14172128874042
Jordan,JOR,2005,YR2005,72.932,8390,5.5,70.55,..,3.779,89.88528,76.04138,11.7,5.45454545454545,98.97622201,99.1008911132813,..,79.485,..,64.3532864913871,3.49896645859653,1.10494106980961,4.79532278988433
Jordan,JOR,2006,YR2006,73.145,8770,5.7,70.24,..,3.802,87.97299,79.17424,11.9,5.45454545454545,98.98778233,100,..,80.97,33.02776,68.8525385312783,3.31937135547279,1.10494106980961,4.65932400854871
Jordan,JOR,2007,YR2007,73.373,9170,6.1,70.34,..,3.847,85.20743,..,14.7,6.36363636363636,98.99752112,98.8000030517578,..,82.371,..,73.3619333635539,3.25796556615731,1.10494106980961,6.03391737003239
Jordan,JOR,2008,YR2008,73.591,9640,6.5,72.99,..,3.892,82.77949,79.64796,14.2,6.36363636363636,99.00553723,100,..,83.692,30.6984,75.1685516772439,3.01664150662918,1.10494106980961,6.1820981328101
Jordan,JOR,2009,YR2009,73.801,9940,6.4,78.35,..,3.842,..,..,14.9,6.36363636363636,99.01174866,99.4000015258789,..,84.928,..,76.3741045280469,3.04771349221952,1.09822031989187,6.5840008370091
Jordan,JOR,2010,YR2010,74,9830,6.2,87.09,..,3.778,80.7257,..,14.7,10.8333333333333,99.01634056,100,..,86.088,28.36905,78.0722910565443,2.91387220039999,1.09822031989187,5.89542084649105
Jordan,JOR,2011,YR2011,74.189,10040,6.1,89.82,..,3.681,78.26942,76.60496,14.7,10.8333333333333,99.01934227,99.6515655517578,..,87.172,..,80.0853795899977,2.91931904168507,1.09822031989187,5.50194373124826
Jordan,JOR,2012,YR2012,74.366,10180,6.3,87.89,..,3.559,75.45445,..,14.1,10.8333333333333,99.02085533,99.5,..,88.185,26.0397,81.2329691371931,3.34494706846206,1.09822031989187,4.69437935812225
Jordan,JOR,2013,YR2013,74.562,10220,6,88.31,..,3.436,74.83179,70.12235,13.2,12.1621621621622,99.02086282,99.7014389038086,..,89.125,..,86.6728317188556,3.09347308459958,1.09822031989187,4.24149005438077
Jordan,JOR,2014,YR2014,74.789,9350,6,92.57,..,3.31,..,68.23358,12.6,12,99.01953349,99.7484970092773,..,90,23.71035,97.5222572651498,2.95137713839159,1.09822031989187,4.26321963301519
Jordan,JOR,2015,YR2015,75.011,9130,6.3,101.4,..,3.175,..,..,..,12,99.00678491,99.8981704711914,..,90.256,..,106.941270556432,2.66573038027454,1.09822031989187,4.2592120387427
Jordan,JOR,2016,YR2016,75.215,8990,7.1,106.03,..,3.077,76.75783,..,..,15.3846153846154,98.99387975,99.9588241577148,..,90.506,21.381,112.239873845461,2.49120491465034,1.09822031989187,4.51419331656486
Kazakhstan,KAZ,2000,YR2000,65.45,7240,..,56.65,0.1,1.8,87.04573,88.66677,..,10.3896103896104,90.14568599,99.5095596313477,..,56.098,24.45811,5.51306663703374,8.07260945686219,1.16936170685632,0.784645080413813
Kazakhstan,KAZ,2001,YR2001,65.76,8540,6.5,66.07,0.1,1.9,89.51106,..,..,10.3896103896104,90.55147248,99.6500015258789,..,56.171,..,5.50369855909916,7.90406192887696,1.16659302885506,0.99981747947367
Kazakhstan,KAZ,2002,YR2002,65.95,9610,6.6,68.19,0.1,2,91.5917,..,64.92,10.3896103896104,90.90030218,99.8099975585938,..,56.244,21.67406,5.50392562136534,8.82055714846031,1.16382431381265,0.998337701524197
Kazakhstan,KAZ,2003,YR2003,65.74,10550,7.1,68.15,0.1,2.03,92.01804,..,65.01,10.3896103896104,91.24823121,99.9199981689453,..,56.317,..,5.52247249694411,9.80206008188735,1.16105563581139,1.02992745863145
Kazakhstan,KAZ,2004,YR2004,66.06,11650,7.5,66.81,0.1,2.21,92.58491,..,64.75,10.3896103896104,91.59524751,99.9599990844727,..,56.39,18.89002,5.56098233137015,10.5259887041777,1.15828695781013,0.988239740954479
Kazakhstan,KAZ,2005,YR2005,65.86,12590,7.3,71.72,0.1,2.22,91.09722,..,..,10.3896103896104,91.94135932,100,..,56.463,..,5.61063414453458,11.1714515103919,1.15551827980887,1.03632123942771
Kazakhstan,KAZ,2006,YR2006,66.15,13920,6.3,76.84,0.1,2.36,89.95021,94.71818,..,10.3896103896104,92.28656863,99.7665481567383,..,56.536,16.10598,5.67029114346038,12.1044533003312,1.15274956476646,0.97899879573514
Kazakhstan,KAZ,2007,YR2007,66.34,15260,5.1,84.57,0.1,2.47,89.51797,..,..,15.8878504672897,92.63085738,100,..,56.609,..,5.73552320628218,12.8123895647897,1.1499808867652,1.29687682152726
Kazakhstan,KAZ,2008,YR2008,67.11,15370,4.3,78.42,0.1,2.68,90.61103,..,66.68,15.8878504672897,92.97423741,100,..,56.682,13.32194,5.84395969922584,15.3410630123539,1.14721220876394,1.15466850608291
Kazakhstan,KAZ,2009,YR2009,68.39,16020,3.7,90.19,0.1,2.55,89.48954,..,..,17.7570093457944,93.31670253,100,8.01,56.755,..,5.96096677408601,13.2738869540718,1.14444349372152,1.10303324145897
Kazakhstan,KAZ,2010,YR2010,68.45,16710,3.2,77.77,0.1,2.59,89.45954,92.55572,..,17.7570093457944,93.65814893,100,7.44,56.827,10.5379,6.04580953439271,14.0731467566956,1.14167481572027,1.01441556484772
Kazakhstan,KAZ,2011,YR2011,68.69,17790,2.6,104.6,0.1,2.59,87.95573,92.91494,..,17.7570093457944,93.99878593,99.7974700927734,7.14,56.9,..,6.13297847909027,14.824521679448,1.15843793754862,0.936513485280788
Kazakhstan,KAZ,2012,YR2012,69.52,19050,2.5,81.65,0.1,2.62,86.31897,93.62616,..,24.2990654205607,94.33850084,100,7.18,56.973,7.75386,6.2199837018928,14.5661856266849,1.17520102233582,1.04690647198097
Kazakhstan,KAZ,2013,YR2013,70.62,21900,2.5,93.28,0.2,2.64,86.15113,93.57774,..,24.2990654205607,94.63219615,100,6.64,57.046,..,6.31016446271808,15.2629815143637,1.19196410712301,1.0780847536843
Kazakhstan,KAZ,2014,YR2014,71.44,22190,2.5,94.62,0.2,2.73,86.52115,96.95453,..,25.2173913043478,94.82920398,100,..,57.118,4.96982,6.40378004963514,12.1022877630719,1.20872722895136,1.04169205470746
Kazakhstan,KAZ,2015,YR2015,71.97,21760,2.5,99.13,0.2,2.74,86.31191,98.20578,..,26.1682242990654,95.02533441,100,..,57.191,..,6.49805756195133,10.8720862557563,1.22549031373856,..
Kazakhstan,KAZ,2016,YR2016,72.41,21490,2.5,106.25,0.2,2.77,87.3628,98.66864,..,27.1028037383178,95.22050548,100,..,57.264,2.18578,6.59112308775049,11.3606819805828,1.23632625847316,0.933551765285713
Kenya,KEN,2000,YR2000,54.411,1880,..,58.57,9,5.137,63.70743,32.8737,..,3.57142857142857,47.26326085,15.1311712265015,..,19.892,63.18451,54.207411181783,0.269690984644365,6.95995712829884,1.31374203224597
Kenya,KEN,2001,YR2001,54.508,1930,32.2,65.1,8.5,5.091,64.82191,..,..,3.57142857142857,48.02469834,17.0330848693848,..,20.239,..,55.8743771304073,0.239456536679494,6.89936570966722,1.50475490196078
Kenya,KEN,2002,YR2002,54.99,1920,33.6,68.17,8.1,5.016,59.55194,34.25671,..,3.57142857142857,48.78172638,18.9274139404297,..,20.591,61.63811,57.5953596654602,0.226386213250755,6.8387742910356,1.63240781121287
Kenya,KEN,2003,YR2003,55.601,1950,34.9,70.14,7.6,4.907,70.65569,35.80986,..,7.14285714285714,49.53425757,16,..,20.948,..,59.3300804722915,0.193344875527147,6.77818287240398,1.65009984272562
Kenya,KEN,2004,YR2004,56.361,2050,32.1,72.07,7.1,4.83,68.99043,38.54144,..,7.14285714285714,50.28220427,22.7027149200439,..,21.31,60.09171,61.130540815968,0.213728301087646,6.71759145377236,1.61419423692636
Kenya,KEN,2005,YR2005,57.344,2190,28.5,82.99,6.7,4.784,69.58856,40.25251,56.62,7.14285714285714,51.02456418,24.5883865356445,9.31,21.675,..,62.9774923568893,0.232251699843289,6.65700003514074,1.69058701379422
Kenya,KEN,2006,YR2006,58.222,2320,26.1,86.95,6.4,4.748,68.69264,41.16133,56.62,7.30593607305936,51.76219866,26.4759292602539,9.31,22.045,58.54531,64.8790332782795,0.251830366605748,6.59640861650912,1.45517741016444
Kenya,KEN,2007,YR2007,58.865,2470,26.9,88.59,6.2,4.719,78.52198,43.23433,..,7.2463768115942,52.49502118,28.3679943084717,..,22.42,..,66.8320501106933,0.246282592751708,6.5358171978775,1.54791227998168
Kenya,KEN,2008,YR2008,59.614,2460,26.6,91.52,6,4.646,74.7547,47.81761,..,9.82142857142857,53.22295134,30.2672901153564,..,22.8,56.99891,68.8528218013143,0.252900874131518,6.47522577924588,1.61585029427424
Kenya,KEN,2009,YR2009,60.365,2170,24.7,95.96,5.9,4.514,75.94578,47.42096,71.54,9.82142857142857,53.94504418,23,..,23.183,..,70.921818884633,0.290074601300095,6.41463436061426,1.56144803484178
Kenya,KEN,2010,YR2010,60.649,2320,22.2,100.55,5.7,4.367,..,..,..,9.82142857142857,54.66210303,19.2000007629395,..,23.571,55.45251,72.9484748919422,0.304466303024274,6.35404294198264,1.55513786793997
Kenya,KEN,2011,YR2011,61.046,2470,20.6,96.12,5.6,4.219,..,..,..,9.82142857142857,55.37612789,36.0356559753418,..,23.969,..,74.9115226482061,0.305721964959236,6.32103524616087,1.54141895140139
Kenya,KEN,2012,YR2012,61.115,2550,19.8,100.48,5.5,4.088,79.96782,..,..,9.82142857142857,56.08651459,37.990966796875,..,24.376,53.90611,76.8278560635345,0.2778679482775,6.28802755033911,1.66638897819246
Kenya,KEN,2013,YR2013,61.389,2780,19.5,102.74,5.3,3.952,..,..,..,18.5714285714286,56.79390352,39.9661064147949,..,24.794,..,78.7018448887796,0.314868372219125,6.25501985451734,1.56190991610693
Kenya,KEN,2014,YR2014,61.816,3040,19.6,102.6,5.2,3.844,..,..,..,19.1428571428571,57.49730086,36,..,25.221,52.35971,80.5282759953614,0.330532058013876,6.22201215869558,1.33290268007615
Kenya,KEN,2015,YR2015,61.892,3390,21.5,106.12,5,3.8,..,..,..,19.7142857142857,58.19692798,41.5999984741211,..,25.658,..,82.3197947780862,0.367418426496934,6.18900446287381,1.31807026111731
Kenya,KEN,2016,YR2016,62.163,3970,23.3,91.28,4.9,3.724,..,..,71.46,19.7142857142857,58.89260448,53.0999984741211,1.59,26.105,50.81331,84.1527040798398,0.399069458041991,6.24094247461082,1.3487397833903
Kiribati,KIR,2000,YR2000,64.409,2430,..,55.24,..,4.065,..,..,..,4.8780487804878,59.86543305,55.1248970031738,..,42.958,..,109.661728395062,0.391777182356517,1.45679012345679,..
Kiribati,KIR,2001,YR2001,64.655,2550,4.4,55.96,..,3.958,..,..,..,4.76190476190476,60.8693777,56.9190254211426,..,43.473,..,111.766666666667,0.365620616142537,1.45679012345679,..
Kiribati,KIR,2002,YR2002,64.84,2440,4.6,57.06,..,3.847,..,..,..,4.76190476190476,61.73732426,58.70556640625,..,43.492,..,114.074074074074,0.455627705627706,1.45679012345679,..
Kiribati,KIR,2003,YR2003,64.954,2350,5,57.37,..,3.744,..,68.6703,..,..,62.60570421,60.4868774414063,..,43.512,..,116.422222222222,0.476129880596382,1.45679012345679,..
Kiribati,KIR,2004,YR2004,64.989,2250,5.1,70.72,..,3.781,..,69.09189,..,4.76190476190476,63.47424021,62.2652969360352,..,43.532,..,118.795061728395,0.55079813767875,1.45679012345679,..
Kiribati,KIR,2005,YR2005,64.967,2320,5.3,71.37,..,3.799,..,69.13151,20.37,4.76190476190476,64.34263994,69.6764068603516,..,43.551,..,121.19012345679,0.704942748869239,1.45679012345679,..
Kiribati,KIR,2006,YR2006,64.906,2310,5.5,83.53,..,3.837,..,..,..,7.14285714285714,65.34823142,68.8000030517578,..,44.03,..,123.559259259259,0.741384650739886,1.45679012345679,..
Kiribati,KIR,2007,YR2007,64.844,2420,6,86.89,..,3.879,..,..,..,4.34782608695652,66.46531903,67.6072235107422,..,44.866,..,125.923456790123,0.596090119414106,1.45679012345679,..
Kiribati,KIR,2008,YR2008,64.834,2420,6.2,87.35,..,3.905,..,..,..,4.34782608695652,67.55632698,69.3987274169922,..,45.706,..,128.353086419753,0.605967335475059,1.45679012345679,..
Kiribati,KIR,2009,YR2009,64.892,2280,5.4,87.49,..,3.889,..,..,..,4.34782608695652,68.57476813,64.1900024414063,..,46.547,..,130.859259259259,0.544360164534511,1.45679012345679,..
Kiribati,KIR,2010,YR2010,65.016,2380,4.4,88.08,..,3.876,..,..,52.28,4.34782608695652,69.46864124,63.1677360534668,..,47.39,..,133.327160493827,0.49909718042502,1.45679012345679,..
Kiribati,KIR,2011,YR2011,65.19,2310,3.5,88.27,..,3.857,..,..,..,8.69565217391304,70.35717038,74.8437347412109,..,48.235,..,135.643209876543,0.490575311046591,1.45679012345679,..
Kiribati,KIR,2012,YR2012,65.378,2650,3.3,89.61,..,3.774,..,..,..,8.69565217391304,71.24011502,76.6912612915039,..,49.082,..,137.8,0.515149886219069,1.45679012345679,..
Kiribati,KIR,2013,YR2013,65.588,3010,3.3,90.65,..,3.689,..,..,..,8.69565217391304,72.11599867,78.9310607910156,..,49.927,..,139.89012345679,0.563934657711961,1.45679012345679,..
Kiribati,KIR,2014,YR2014,65.815,3430,3.2,90.44,..,3.599,97.4324,..,..,8.69565217391304,72.98550955,83.4539489746094,..,50.773,..,141.956790123457,0.527025264164891,1.45679012345679,..
Kiribati,KIR,2015,YR2015,66.059,4090,3.2,91.1,..,3.53,95.76556,..,33.57,8.69565217391304,73.84809659,90.5581817626953,9.32,51.619,..,144.082716049383,0.532101759106138,1.45679012345679,..
Kiribati,KIR,2016,YR2016,66.332,3490,3.3,118.46,..,3.471,97.47591,..,..,6.52173913043478,74.69890107,92.7996139526367,..,52.45,..,146.312345679012,0.572089137900483,1.45679012345679,..
"Korea, Dem. People's Rep.",PRK,2000,YR2000,60.763,..,..,86.28,..,1.969,..,..,..,20.0873362445415,99.30294,..,..,59.412,..,194.062444979653,3.07368163019574,53.6059297400548,..
